TRACK_ID	ARTIST_ID	ALBUM_ID	PATH	DURATION	TAGS
track_0000948	artist_000087	album_000149	48/948.npy	212.7	mood/theme---background
track_0000950	artist_000087	album_000149	50/950.npy	248.0	mood/theme---background
track_0000951	artist_000087	album_000149	51/951.npy	199.7	mood/theme---background
track_0002165	artist_000326	album_000347	65/2165.npy	229.0	mood/theme---film
track_0002263	artist_000320	album_000366	63/2263.npy	494.7	mood/theme---melancholic
track_0003346	artist_000517	album_000521	46/3346.npy	195.0	mood/theme---calm	mood/theme---melodic
track_0003347	artist_000517	album_000521	47/3347.npy	201.8	mood/theme---calm	mood/theme---melodic
track_0003348	artist_000517	album_000521	48/3348.npy	253.3	mood/theme---calm	mood/theme---melodic
track_0003349	artist_000517	album_000521	49/3349.npy	228.4	mood/theme---calm	mood/theme---melodic
track_0003350	artist_000517	album_000521	50/3350.npy	194.7	mood/theme---calm	mood/theme---melodic
track_0003524	artist_000530	album_000552	24/3524.npy	266.1	mood/theme---melodic
track_0004629	artist_000087	album_000718	29/4629.npy	180.5	mood/theme---melodic
track_0004631	artist_000087	album_000718	31/4631.npy	334.2	mood/theme---melodic
track_0004632	artist_000087	album_000718	32/4632.npy	294.3	mood/theme---background
track_0004638	artist_000087	album_000718	38/4638.npy	180.2	mood/theme---children
track_0004639	artist_000087	album_000718	39/4639.npy	188.0	mood/theme---children	mood/theme---relaxing
track_0004640	artist_000087	album_000718	40/4640.npy	262.4	mood/theme---background
track_0004882	artist_000696	album_000751	82/4882.npy	210.4	mood/theme---meditative
track_0004883	artist_000696	album_000751	83/4883.npy	249.5	mood/theme---meditative
track_0004884	artist_000696	album_000751	84/4884.npy	220.7	mood/theme---meditative
track_0004889	artist_000696	album_000751	89/4889.npy	179.0	mood/theme---meditative
track_0005083	artist_000696	album_000786	83/5083.npy	165.4	mood/theme---meditative
track_0005084	artist_000696	album_000786	84/5084.npy	205.7	mood/theme---cool
track_0005085	artist_000696	album_000786	85/5085.npy	252.0	mood/theme---cool
track_0005086	artist_000696	album_000786	86/5086.npy	235.0	mood/theme---cool
track_0005089	artist_000696	album_000786	89/5089.npy	102.8	mood/theme---cool
track_0005634	artist_000811	album_000867	34/5634.npy	233.1	mood/theme---documentary	mood/theme---emotional	mood/theme---space
track_0005635	artist_000811	album_000867	35/5635.npy	232.6	mood/theme---documentary	mood/theme---emotional	mood/theme---space
track_0005636	artist_000811	album_000867	36/5636.npy	277.4	mood/theme---documentary	mood/theme---emotional	mood/theme---space
track_0005637	artist_000811	album_000867	37/5637.npy	335.0	mood/theme---documentary	mood/theme---emotional	mood/theme---space
track_0005638	artist_000811	album_000867	38/5638.npy	225.7	mood/theme---documentary	mood/theme---emotional	mood/theme---space
track_0005640	artist_000811	album_000867	40/5640.npy	227.3	mood/theme---documentary	mood/theme---emotional	mood/theme---space
track_0005641	artist_000811	album_000867	41/5641.npy	215.1	mood/theme---documentary	mood/theme---emotional	mood/theme---space
track_0005642	artist_000811	album_000867	42/5642.npy	217.3	mood/theme---documentary	mood/theme---emotional	mood/theme---space
track_0005643	artist_000811	album_000867	43/5643.npy	231.6	mood/theme---documentary	mood/theme---emotional	mood/theme---space
track_0006247	artist_000811	album_000960	47/6247.npy	381.7	mood/theme---emotional
track_0006248	artist_000811	album_000960	48/6248.npy	249.8	mood/theme---documentary
track_0006249	artist_000811	album_000960	49/6249.npy	364.7	mood/theme---documentary	mood/theme---emotional
track_0006250	artist_000811	album_000960	50/6250.npy	238.4	mood/theme---documentary	mood/theme---emotional
track_0006251	artist_000811	album_000960	51/6251.npy	392.4	mood/theme---documentary	mood/theme---emotional
track_0006252	artist_000811	album_000960	52/6252.npy	340.8	mood/theme---documentary	mood/theme---emotional
track_0006253	artist_000811	album_000960	53/6253.npy	271.8	mood/theme---documentary	mood/theme---emotional	mood/theme---relaxing
track_0006254	artist_000811	album_000960	54/6254.npy	481.6	mood/theme---documentary	mood/theme---emotional	mood/theme---relaxing
track_0006256	artist_000811	album_000960	56/6256.npy	236.5	mood/theme---documentary	mood/theme---emotional	mood/theme---relaxing
track_0006257	artist_000811	album_000960	57/6257.npy	207.8	mood/theme---documentary	mood/theme---emotional	mood/theme---relaxing
track_0006258	artist_000811	album_000960	58/6258.npy	176.5	mood/theme---documentary	mood/theme---emotional	mood/theme---relaxing
track_0006606	artist_000787	album_001009	06/6606.npy	224.9	mood/theme---melodic
track_0006607	artist_000787	album_001009	07/6607.npy	251.5	mood/theme---melodic
track_0006608	artist_000787	album_001009	08/6608.npy	274.3	mood/theme---melodic
track_0006609	artist_000787	album_001009	09/6609.npy	239.3	mood/theme---melodic
track_0006610	artist_000787	album_001009	10/6610.npy	234.3	mood/theme---melodic
track_0006611	artist_000787	album_001009	11/6611.npy	322.2	mood/theme---melodic
track_0006719	artist_000937	album_001020	19/6719.npy	190.2	mood/theme---relaxing
track_0006720	artist_000937	album_001020	20/6720.npy	132.4	mood/theme---relaxing
track_0006721	artist_000937	album_001020	21/6721.npy	151.6	mood/theme---relaxing
track_0006722	artist_000937	album_001020	22/6722.npy	177.2	mood/theme---relaxing
track_0006723	artist_000937	album_001020	23/6723.npy	213.8	mood/theme---relaxing
track_0006724	artist_000937	album_001020	24/6724.npy	155.5	mood/theme---relaxing
track_0006725	artist_000937	album_001020	25/6725.npy	231.5	mood/theme---relaxing
track_0006726	artist_000937	album_001020	26/6726.npy	186.0	mood/theme---relaxing
track_0006727	artist_000937	album_001020	27/6727.npy	160.4	mood/theme---relaxing
track_0006728	artist_000937	album_001020	28/6728.npy	240.6	mood/theme---relaxing
track_0006729	artist_000937	album_001020	29/6729.npy	210.6	mood/theme---relaxing
track_0006730	artist_000937	album_001020	30/6730.npy	206.6	mood/theme---relaxing
track_0006731	artist_000937	album_001020	31/6731.npy	171.6	mood/theme---relaxing
track_0006732	artist_000937	album_001020	32/6732.npy	189.8	mood/theme---relaxing
track_0007358	artist_000937	album_001110	58/7358.npy	240.6	mood/theme---relaxing
track_0007359	artist_000937	album_001110	59/7359.npy	225.8	mood/theme---relaxing
track_0007360	artist_000937	album_001110	60/7360.npy	232.6	mood/theme---relaxing
track_0007361	artist_000937	album_001110	61/7361.npy	168.4	mood/theme---relaxing
track_0007362	artist_000937	album_001110	62/7362.npy	237.4	mood/theme---relaxing
track_0007363	artist_000937	album_001110	63/7363.npy	237.7	mood/theme---relaxing
track_0007364	artist_000937	album_001110	64/7364.npy	145.4	mood/theme---relaxing
track_0007391	artist_001064	album_001115	91/7391.npy	188.1	mood/theme---emotional
track_0007394	artist_001064	album_001115	94/7394.npy	150.7	mood/theme---melancholic
track_0007395	artist_001064	album_001115	95/7395.npy	109.9	mood/theme---love
track_0007396	artist_001064	album_001115	96/7396.npy	230.4	mood/theme---drama
track_0007397	artist_001064	album_001115	97/7397.npy	86.5	mood/theme---adventure
track_0007400	artist_001064	album_001115	00/7400.npy	146.1	mood/theme---drama
track_0007401	artist_001064	album_001115	01/7401.npy	132.1	mood/theme---drama
track_0009592	artist_000209	album_001434	92/9592.npy	223.1	mood/theme---melodic
track_0009830	artist_001491	album_001465	30/9830.npy	212.2	mood/theme---heavy
track_0009831	artist_001491	album_001465	31/9831.npy	379.0	mood/theme---heavy
track_0009832	artist_001491	album_001465	32/9832.npy	297.7	mood/theme---heavy
track_0009833	artist_001491	album_001465	33/9833.npy	320.0	mood/theme---heavy
track_0009834	artist_001491	album_001465	34/9834.npy	109.4	mood/theme---heavy
track_0009835	artist_001491	album_001465	35/9835.npy	250.2	mood/theme---heavy
track_0009836	artist_001491	album_001465	36/9836.npy	505.2	mood/theme---heavy
track_0009837	artist_001491	album_001465	37/9837.npy	333.9	mood/theme---heavy
track_0009838	artist_001491	album_001465	38/9838.npy	362.0	mood/theme---heavy
track_0009839	artist_001491	album_001465	39/9839.npy	350.5	mood/theme---heavy
track_0011006	artist_001619	album_001628	06/11006.npy	361.7	mood/theme---dark
track_0011745	artist_000696	album_001741	45/11745.npy	261.4	mood/theme---cool
track_0011747	artist_000696	album_001741	47/11747.npy	97.3	mood/theme---cool
track_0011750	artist_000696	album_001741	50/11750.npy	105.2	mood/theme---cool
track_0011751	artist_000696	album_001741	51/11751.npy	279.0	mood/theme---cool
track_0011756	artist_000696	album_001741	56/11756.npy	509.4	mood/theme---cool
track_0011760	artist_000696	album_001741	60/11760.npy	124.5	mood/theme---cool
track_0011765	artist_000696	album_001741	65/11765.npy	121.5	mood/theme---cool
track_0011767	artist_000696	album_001741	67/11767.npy	227.2	mood/theme---cool
track_0011771	artist_000696	album_001741	71/11771.npy	127.1	mood/theme---cool
track_0011773	artist_000696	album_001741	73/11773.npy	122.6	mood/theme---cool
track_0011839	artist_001780	album_001749	39/11839.npy	212.2	mood/theme---calm	mood/theme---melodic	mood/theme---relaxing	mood/theme---soft
track_0011840	artist_001780	album_001749	40/11840.npy	178.8	mood/theme---calm	mood/theme---melodic	mood/theme---relaxing	mood/theme---soft
track_0011841	artist_001780	album_001749	41/11841.npy	120.4	mood/theme---calm	mood/theme---melodic	mood/theme---relaxing	mood/theme---soft
track_0011842	artist_001780	album_001749	42/11842.npy	91.9	mood/theme---calm	mood/theme---melodic	mood/theme---relaxing	mood/theme---soft
track_0011843	artist_001780	album_001749	43/11843.npy	97.0	mood/theme---calm	mood/theme---melodic	mood/theme---relaxing	mood/theme---soft
track_0011844	artist_001780	album_001749	44/11844.npy	102.3	mood/theme---calm	mood/theme---melodic	mood/theme---relaxing	mood/theme---soft
track_0011845	artist_001780	album_001749	45/11845.npy	204.9	mood/theme---calm	mood/theme---melodic	mood/theme---relaxing	mood/theme---soft
track_0012099	artist_001822	album_001781	99/12099.npy	273.1	mood/theme---energetic	mood/theme---heavy
track_0012100	artist_001822	album_001781	00/12100.npy	198.3	mood/theme---energetic	mood/theme---heavy
track_0012101	artist_001822	album_001781	01/12101.npy	237.4	mood/theme---energetic	mood/theme---heavy
track_0012102	artist_001822	album_001781	02/12102.npy	202.5	mood/theme---energetic	mood/theme---heavy
track_0012303	artist_001858	album_001820	03/12303.npy	331.9	mood/theme---retro
track_0012675	artist_001885	album_001858	75/12675.npy	330.0	mood/theme---melodic
track_0013398	artist_001968	album_001938	98/13398.npy	175.0	mood/theme---ballad	mood/theme---melodic
track_0013400	artist_001968	album_001938	00/13400.npy	204.9	mood/theme---ballad
track_0013823	artist_002023	album_001979	23/13823.npy	88.5	mood/theme---dark
track_0013824	artist_002023	album_001979	24/13824.npy	261.7	mood/theme---dark
track_0013825	artist_002023	album_001979	25/13825.npy	231.6	mood/theme---dark
track_0013826	artist_002023	album_001979	26/13826.npy	270.5	mood/theme---dark
track_0013827	artist_002023	album_001979	27/13827.npy	230.2	mood/theme---dark
track_0014013	artist_002054	album_002007	13/14013.npy	263.7	mood/theme---relaxing
track_0014014	artist_002054	album_002007	14/14014.npy	221.4	mood/theme---relaxing
track_0014015	artist_002054	album_002007	15/14015.npy	162.5	mood/theme---relaxing
track_0014016	artist_002054	album_002007	16/14016.npy	245.7	mood/theme---relaxing
track_0014017	artist_002054	album_002007	17/14017.npy	207.4	mood/theme---relaxing
track_0014018	artist_002054	album_002007	18/14018.npy	155.8	mood/theme---relaxing
track_0014019	artist_002054	album_002007	19/14019.npy	154.5	mood/theme---relaxing
track_0014020	artist_002054	album_002007	20/14020.npy	183.1	mood/theme---relaxing
track_0014021	artist_002054	album_002007	21/14021.npy	240.1	mood/theme---relaxing
track_0014022	artist_002054	album_002007	22/14022.npy	299.5	mood/theme---relaxing
track_0014023	artist_002054	album_002007	23/14023.npy	127.8	mood/theme---relaxing
track_0014024	artist_002054	album_002007	24/14024.npy	171.4	mood/theme---relaxing
track_0014025	artist_002054	album_002007	25/14025.npy	126.0	mood/theme---relaxing
track_0014026	artist_002054	album_002007	26/14026.npy	169.7	mood/theme---relaxing
track_0014027	artist_002054	album_002007	27/14027.npy	155.9	mood/theme---relaxing
track_0014028	artist_002054	album_002007	28/14028.npy	151.9	mood/theme---relaxing
track_0015159	artist_002208	album_002161	59/15159.npy	277.1	mood/theme---ballad
track_0015160	artist_002208	album_002161	60/15160.npy	267.2	mood/theme---advertising	mood/theme---ballad
track_0015161	artist_002208	album_002161	61/15161.npy	374.7	mood/theme---ballad	mood/theme---emotional
track_0015164	artist_002208	album_002162	64/15164.npy	280.2	mood/theme---epic
track_0015166	artist_002208	album_002162	66/15166.npy	329.8	mood/theme---emotional
track_0015167	artist_002208	album_002162	67/15167.npy	246.6	mood/theme---emotional
track_0015169	artist_002208	album_002162	69/15169.npy	147.3	mood/theme---emotional
track_0015171	artist_002208	album_002162	71/15171.npy	319.7	mood/theme---emotional
track_0015963	artist_002317	album_002261	63/15963.npy	306.6	mood/theme---calm
track_0015966	artist_002317	album_002261	66/15966.npy	336.6	mood/theme---calm
track_0015998	artist_002324	album_002269	98/15998.npy	241.4	mood/theme---action	mood/theme---adventure	mood/theme---dramatic	mood/theme---epic
track_0015999	artist_002324	album_002269	99/15999.npy	133.6	mood/theme---emotional	mood/theme---epic	mood/theme---powerful	mood/theme---upbeat
track_0016000	artist_002324	album_002269	00/16000.npy	162.7	mood/theme---dramatic	mood/theme---epic	mood/theme---powerful	mood/theme---upbeat
track_0016038	artist_002323	album_002275	38/16038.npy	190.0	mood/theme---dark	mood/theme---dramatic	mood/theme---epic	mood/theme---powerful
track_0016039	artist_002323	album_002275	39/16039.npy	178.7	mood/theme---dramatic	mood/theme---epic	mood/theme---inspiring	mood/theme---powerful	mood/theme---upbeat	mood/theme---uplifting
track_0016040	artist_002323	album_002275	40/16040.npy	185.4	mood/theme---epic	mood/theme---inspiring	mood/theme---soundscape	mood/theme---uplifting
track_0016041	artist_002323	album_002275	41/16041.npy	240.0	mood/theme---emotional	mood/theme---epic	mood/theme---powerful	mood/theme---upbeat	mood/theme---uplifting
track_0016092	artist_002320	album_002284	92/16092.npy	293.3	mood/theme---heavy
track_0016096	artist_002320	album_002284	96/16096.npy	400.1	mood/theme---heavy
track_0016101	artist_002320	album_002284	01/16101.npy	374.9	mood/theme---heavy
track_0016658	artist_002455	album_002368	58/16658.npy	191.8	mood/theme---epic	mood/theme---inspiring	mood/theme---powerful	mood/theme---uplifting
track_0016659	artist_002455	album_002368	59/16659.npy	321.0	mood/theme---epic	mood/theme---inspiring	mood/theme---powerful	mood/theme---uplifting
track_0016660	artist_002455	album_002368	60/16660.npy	282.7	mood/theme---action	mood/theme---epic	mood/theme---inspiring	mood/theme---powerful	mood/theme---uplifting
track_0016661	artist_002455	album_002368	61/16661.npy	313.2	mood/theme---emotional	mood/theme---inspiring	mood/theme---melancholic
track_0016662	artist_002455	album_002368	62/16662.npy	188.0	mood/theme---action	mood/theme---epic	mood/theme---powerful	mood/theme---uplifting
track_0016663	artist_002455	album_002368	63/16663.npy	276.4	mood/theme---action	mood/theme---epic	mood/theme---powerful	mood/theme---uplifting
track_0016664	artist_002455	album_002368	64/16664.npy	266.1	mood/theme---action	mood/theme---epic	mood/theme---inspiring	mood/theme---powerful	mood/theme---uplifting
track_0016665	artist_002455	album_002368	65/16665.npy	320.9	mood/theme---action	mood/theme---epic	mood/theme---inspiring	mood/theme---powerful	mood/theme---uplifting
track_0017146	artist_002511	album_002428	46/17146.npy	99.2	mood/theme---dark
track_0017148	artist_002511	album_002428	48/17148.npy	73.5	mood/theme---calm
track_0017152	artist_002511	album_002428	52/17152.npy	86.4	mood/theme---dark
track_0017155	artist_002511	album_002428	55/17155.npy	130.0	mood/theme---calm	mood/theme---slow
track_0017156	artist_002511	album_002428	56/17156.npy	86.5	mood/theme---calm
track_0017490	artist_002449	album_002470	90/17490.npy	233.7	mood/theme---energetic
track_0017491	artist_002449	album_002470	91/17491.npy	178.7	mood/theme---energetic
